hot-points_range=100,0.98,0.97,0.94
point-query.pre_range=100,0.99,0.99,0.99
point-query_range=100,1.00,1.00,1.00
points-covered-pk.pre_range=100,0.99,0.98,0.97
points-covered-pk_range=100,0.98,0.98,0.98
points-covered-si.pre_range=100,0.97,0.97,0.97
points-covered-si_range=100,0.98,0.98,0.98
points-notcovered-pk.pre_range=100,0.99,0.99,0.98
points-notcovered-pk_range=100,0.98,0.99,0.98
points-notcovered-si.pre_range=100,0.98,0.97,0.97
points-notcovered-si_range=100,0.98,0.97,0.97
random-points.pre_range=1000,1.01,1.00,0.99
random-points.pre_range=100,0.99,0.99,0.98
random-points.pre_range=10,0.97,0.97,0.97
random-points_range=1000,1.00,1.00,0.98
random-points_range=100,0.99,0.99,0.99
random-points_range=10,0.97,0.97,0.97
range-covered-pk.pre_range=100,0.96,0.94,0.94
range-covered-pk_range=100,0.96,0.94,0.94
range-covered-si.pre_range=100,0.96,0.94,0.93
range-covered-si_range=100,0.97,0.95,0.95
range-notcovered-pk.pre_range=100,0.94,0.93,0.93
range-notcovered-pk_range=100,0.94,0.93,0.93
range-notcovered-si.pre_range=100,0.98,0.97,0.96
range-notcovered-si_range=100,0.98,0.98,0.96
read-only.pre_range=10000,0.98,0.96,0.97
read-only.pre_range=100,0.97,0.97,0.97
read-only.pre_range=10,0.98,0.99,0.99
read-only_range=10000,0.97,0.96,0.96
read-only_range=100,0.97,0.98,0.97
read-only_range=10,0.98,0.98,0.98
scan_range=100,0.88,0.87,0.89
delete_range=100,0.99,0.98,0.99
insert_range=100,0.97,0.98,0.96
read-write_range=100,0.96,0.94,1.00
read-write_range=10,0.98,0.97,0.98
update-index_range=100,1.03,0.95,0.99
update-inlist_range=100,1.00,1.18,1.20
update-nonindex_range=100,0.99,0.98,0.99
update-one_range=100,0.99,0.98,0.99
update-zipf_range=100,0.99,0.98,1.00
write-only_range=10000,1.01,0.97,0.99
