hot-points_range=100,5235,4350,2920,3082,3222,3298
point-query_range=100,32646,28753,25526,25117,24004,24343
points-covered-pk_range=100,2788,2469,1890,1912,2009,2016
points-covered-si_range=100,2902,2626,2165,2127,2251,2311
points-notcovered-pk_range=100,2676,2352,1807,1843,1933,1944
points-notcovered-si_range=100,1581,1429,1203,1157,1212,1235
random-points_range=1000,249,258,95,203,213,217
random-points_range=100,2661,2382,1815,1845,1934,1954
random-points_range=10,15234,13145,11348,10505,10412,10562
range-covered-pk_range=100,16212,13770,12138,11191,10895,11316
range-covered-si_range=100,17551,14927,13214,12455,12009,12537
range-notcovered-pk_range=100,14924,12488,10657,9830,9753,9784
range-notcovered-si_range=100,3156,2742,2494,2165,2308,2346
read-only_range=10000,431,558,462,441,444,454
read-only_range=100,18103,19139,16908,16003,15775,15998
read-only_range=10,25808,24538,21575,20459,20054,20481
scan_range=100,6700,5800,5600,4700,4500,4700
delete_range=100,17203,13309,10810,9748,9617,9784
insert_range=100,17940,14692,8888,9601,9253,7925
read-write_range=100,17071,17427,15030,14086,13964,14167
read-write_range=10,21735,20934,17600,16610,16381,16621
update-index_range=100,5966,6283,5521,4858,4883,4563
update-inlist_range=100,7143,6498,5143,4649,4728,4761
update-nonindex_range=100,16318,12719,10031,9361,9092,9205
update-one_range=100,16964,13210,9432,9663,9420,9049
update-zipf_range=100,15033,12739,10076,9331,9176,9252
write-only_range=10000,17606,17860,14731,13441,13418,13161
