hot-points_range=100,81452,114773,80659
point-query_range=100,828247,848291,807863
points-covered-pk_range=100,25916,27203,26234
points-covered-si_range=100,63243,61760,62856
points-notcovered-pk_range=100,25933,27126,26174
points-notcovered-si_range=100,18329,18299,18466
random-points_range=1000,2614,2739,2637
random-points_range=100,25937,27069,26169
random-points_range=10,250161,261276,253592
range-covered-pk_range=100,424532,425839,415015
range-covered-si_range=100,428131,424340,420233
range-notcovered-pk_range=100,384755,380594,366376
range-notcovered-si_range=100,24319,24803,24569
read-only-count_range=1000,152150,153073,154362
read-only-distinct_range=1000,304502,308013,301604
read-only-order_range=1000,401430,407640,384796
read-only_range=10000,19984,19955,19479
read-only_range=100,587617,602161,576421
read-only_range=10,717449,734327,705295
read-only-simple_range=1000,509702,519425,489955
read-only-sum_range=1000,632120,652040,628323
scan_range=100,3579,3621,3438
scan.warm_range=100,3668,3651,3466
delete_range=100,475727,474413,461815
insert_range=100,153660,149949,153554
read-write_range=100,510664,500927,500132
read-write_range=10,578769,566524,571099
update-index_range=100,109074,114885,106331
update-inlist_range=100,65015,63745,73750
update-nonindex_range=100,148976,149367,148864
update-one_range=100,84299,84386,84526
update-zipf_range=100,148707,149747,149098
write-only_range=10000,384152,335022,381406
